AIRFOIL_GEO_NORMALIZED
1.00000  -0.016553085
0.95833  -0.027806977
0.91667  -0.036079522
0.87500  -0.041380769
0.83333  -0.044611004
0.79167  -0.046314177
0.75000  -0.046830576
0.70833  -0.046647291
0.66667  -0.046255093
0.62500  -0.045819465
0.58333  -0.045182863
0.54167  -0.044392994
0.50000  -0.043596568
0.45833  -0.042877943
0.41667  -0.0422139
0.37500  -0.041620224
0.33333  -0.041170063
0.29167  -0.04071144
0.28019  -0.040564674
0.26852  -0.040403693
0.25685  -0.040229673
0.24517  -0.040040261
0.23350  -0.039829536
0.22182  -0.039590904
0.21015  -0.039317732
0.19847  -0.03900214
0.18680  -0.038628846
0.17512  -0.038179899
0.16345  -0.037637386
0.15177  -0.036984831
0.14010  -0.03620815
0.12842  -0.035293445
0.11675  -0.03422721
0.10507  -0.033000704
0.09340  -0.03160851
0.08172  -0.030046293
0.07005  -0.028319191
0.05837  -0.026437702
0.04670  -0.024418768
0.03502  -0.022291828
0.02335  -0.019341882
0.01393  -0.015898681
0.00877  -0.012892546
0.00561  -0.010215602
0.00436  -0.008966232
0.00343  -0.007607531
0.00218  -0.005230302
0.00073  -0.001867965
0.00019  0.000336234
0.00001  0.001693385
0.00001  0.002594641
0.00015  0.004109523
0.00056  0.005603895
0.00229  0.008592639
0.00529  0.01232857
0.00904  0.0160645
0.01233  0.018959846
0.01467  0.020881664
0.02335  0.027085494
0.03502  0.033623372
0.04670  0.039227267
0.05837  0.044831162
0.07005  0.049501075
0.08172  0.053237005
0.09340  0.056692311
0.10507  0.059979388
0.11675  0.062751616
0.12842  0.065092307
0.14010  0.067072537
0.15177  0.068762018
0.16345  0.070208813
0.17512  0.071435543
0.18680  0.072463316
0.19847  0.073312923
0.21015  0.074003883
0.22182  0.074555418
0.23350  0.074986638
0.24517  0.075312785
0.25685  0.075543777
0.26852  0.075689198
0.28019  0.075755492
0.29167  0.075741856
0.33333  0.074987684
0.37500  0.072942692
0.41667  0.069492168
0.45833  0.065058067
0.50000  0.059943523
0.54167  0.054392921
0.58333  0.048506552
0.62500  0.042217767
0.66667  0.03554844
0.70833  0.028482732
0.75000  0.020998412
0.79167  0.013779848
0.83333  0.007717797
0.87500  0.003197732
0.91667  -0.000420572
0.95833  -0.003857778
1.00000  -0.007320163
